lr_auc,lr_pr_auc,lr_brier,xgb_auc,xgb_pr_auc,xgb_brier,xgb_churn_r2,xgb_churn_rmse
0.5298394143553092,0.8065750347714207,0.1665018246669184,0.5271662740967898,0.8038207139755489,0.16669873725855744,0.4250251772095418,0.04444347097502541
